사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2019-11,5호선,2523,양평,1,0,"2,372",898,"6,562","3,625","23,191","8,208","29,742","38,451","12,928","15,890","8,178","6,832","7,669","5,594","8,275","6,385","8,587","6,800","7,594","6,704","8,142","7,559","9,413","8,594","14,585","11,765","32,193","21,833","10,325","16,702","6,828","9,876","5,370","9,715","4,228","9,417","1,699","5,977",212,"1,995",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2524,영등포구청,2,0,"1,123",765,"2,459","2,187","7,836","4,773","11,840","21,474","5,881","11,085","4,137","5,263","4,565","4,598","4,922","4,174","5,405","5,002","5,143","4,824","5,742","5,148","6,605","5,493","8,787","6,777","17,598","11,222","7,168","6,835","4,296","4,106","3,935","4,030","2,955","3,690","1,324","2,370",247,615,0,0,0,1,0,0,2019-12-03 11:43:20
2019-11,5호선,2525,영등포시장,15,0,"3,287","1,147","5,498","6,576","18,689","12,513","28,670","39,177","13,776","23,537","10,823","17,669","11,705","18,043","13,787","20,613","15,114","24,973","16,798","21,615","20,401","17,492","25,491","17,207","31,348","19,276","39,719","29,543","18,279","18,958","13,669","10,908","13,198","10,123","8,862","9,639","3,609","6,470",526,"1,616",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2526,신길,48,1,"2,322",577,"3,276","2,870","10,473","5,121","18,530","17,550","7,269","7,561","4,009","3,030","3,659","3,101","4,181","3,407","4,339","4,096","3,686","3,778","3,808","4,094","5,353","5,261","7,322","8,868","13,946","15,237","4,876","9,282","3,194","6,543","3,311","6,741","2,333","7,153","1,333","4,651",204,"1,093",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2527,여의도,20,0,"2,401","2,618","4,534","29,700","9,855","129,118","15,802","234,762","14,212","80,599","15,211","31,053","21,122","30,437","20,930","28,900","26,245","32,155","29,025","27,145","35,583","26,031","46,486","27,506","116,304","32,937","188,229","41,228","67,621","21,892","47,879","11,122","46,031","9,028","31,681","8,129","11,012","5,025","1,325","2,651",0,2,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2528,여의나루,8,0,"1,030","1,550","2,715","15,104","5,693","30,847","9,981","66,406","6,988","20,730","6,701","11,219","8,320","10,235","10,379","11,415","10,688","13,171","12,031","14,918","16,725","14,381","25,607","15,479","43,856","16,529","55,566","18,252","22,162","11,525","16,460","7,461","17,091","5,267","10,037","4,173","3,486","2,536",268,997,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2529,마포,14,0,"2,843","1,235","8,016","7,770","26,850","21,806","42,704","77,960","23,198","40,849","17,348","18,599","17,753","17,687","18,371","15,871","21,664","18,886","19,808","17,265","20,862","17,702","23,837","21,883","35,622","30,916","65,296","51,255","26,457","32,233","20,872","17,289","22,923","15,161","17,363","14,229","8,014","9,241",943,"2,813",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2530,공덕,4,0,"2,336",945,"5,477","8,657","20,520","29,349","34,176","96,389","17,422","44,499","13,733","19,511","16,102","18,969","18,962","17,595","22,406","19,146","20,693","17,626","21,691","18,035","27,602","20,494","41,983","30,106","76,288","51,575","28,865","28,291","21,788","15,065","23,061","13,786","19,042","12,795","8,004","8,157","1,192","2,397",0,1,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2531,애오개,5,0,"2,511",501,"5,799","3,453","19,680","9,269","30,769","32,834","15,103","14,711","10,542","9,232","10,543","7,493","10,689","7,919","11,922","9,743","10,896","9,502","11,495","10,563","12,849","11,534","15,467","15,392","26,397","24,735","9,740","16,871","7,291","10,771","6,254","9,569","4,572","9,962","1,891","6,181",219,"2,982",4,426,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2532,충정로(경기대입구),11,0,"1,462",388,"2,004","3,036","5,531","6,524","8,079","37,629","5,203","18,970","4,150","6,009","5,488","4,874","5,544","4,401","6,277","5,397","6,336","5,637","6,861","4,720","8,154","4,913","13,750","6,229","32,462","9,371","10,205","6,073","6,304","3,830","5,448","4,085","3,961","4,323","1,513","2,758",263,660,0,83,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2533,서대문,12,1,"2,996","1,628","6,448","21,302","18,532","52,803","25,821","164,939","18,226","58,763","17,472","28,057","22,071","24,009","23,690","24,114","25,115","28,177","26,823","24,738","34,117","19,707","46,523","19,381","64,818","24,847","124,305","33,221","38,223","19,934","27,987","12,297","26,983","11,961","19,081","10,645","7,678","6,313",886,"1,906",1,53,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2534,광화문(세종문화회관),8,0,"1,350",731,"3,544","27,445","10,320","81,238","16,434","311,481","15,618","136,334","17,915","65,598","28,038","65,314","34,041","63,477","47,584","75,300","56,505","61,050","72,082","49,934","91,844","47,132","132,622","56,009","247,444","68,369","100,748","36,506","78,538","14,719","83,611","10,030","58,395","7,172","20,584","4,103","2,236","1,243",1,4,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2535,종로3가,22,1,"1,743",529,"2,608","5,891","4,185","14,976","6,003","48,161","7,345","42,150","9,711","34,708","13,671","37,831","20,338","39,131","26,003","38,802","32,129","35,203","37,968","30,892","44,820","29,573","52,753","31,558","70,541","37,121","44,243","21,998","36,452","10,707","39,328","8,070","34,134","6,735","15,459","4,691","1,963","1,631",1,20,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2536,을지로4가,3,0,550,418,705,"5,057","1,415","14,832","2,182","45,919","2,955","21,403","3,843","13,303","5,504","11,552","6,440","11,106","8,452","10,220","10,186","9,800","11,619","8,362","13,150","7,544","21,961","6,564","37,308","6,383","18,764","3,605","9,913","1,953","8,380","1,446","5,715","1,291","2,843",961,457,331,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2537,동대문역사문화공원,0,0,278,356,718,"2,852","1,162","8,597","2,069","35,339","2,522","11,765","2,674","4,328","3,423","3,708","2,499","3,531","2,762","3,937","3,247","3,342","4,178","3,097","4,529","2,906","10,834","3,740","22,428","4,143","9,194","2,658","4,754","1,762","4,210","1,779","3,015","1,856","1,146","1,475",256,392,0,5,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2538,청구,1,0,"1,580",276,"3,131","2,049","7,534","4,259","13,608","16,204","8,999","9,601","6,362","4,585","7,109","4,128","6,194","4,645","6,840","5,278","6,429","5,290","6,368","6,040","7,430","6,680","9,071","8,172","14,440","11,679","8,885","9,083","5,729","5,676","4,950","5,445","3,849","5,509","1,731","3,555",339,"1,184",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2539,신금호,16,0,"2,925",416,"6,834","2,951","23,242","10,316","33,807","13,661","17,804","7,876","11,037","6,626","10,402","5,964","10,547","7,486","10,893","8,771","8,668","9,210","9,579","11,075","12,823","13,157","11,367","16,630","11,193","27,582","7,399","19,879","5,521","12,252","4,787","11,239","3,641","11,030","1,575","7,616",232,"2,683",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2540,행당,5,0,"4,448",812,"12,484","2,777","35,201","5,599","54,282","9,876","26,010","7,295","16,126","6,092","13,901","7,087","13,649","8,747","13,551","9,761","10,914","10,759","10,316","12,924","10,643","16,702","12,132","20,932","12,005","34,933","7,458","25,470","5,615","15,766","4,872","15,225","4,077","14,846","1,409","8,461",275,"2,695",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2541,왕십리(성동구청),72,0,"2,026",429,"2,558","2,678","6,760","5,676","10,614","20,257","6,215","10,843","5,251","7,565","5,993","7,870","6,928","9,022","7,971","9,734","8,156","9,473","9,162","9,870","10,244","11,182","12,579","13,509","16,539","20,556","10,055","13,375","8,777","6,983","9,787","6,070","8,395","5,568","4,070","3,491",652,"2,347",0,452,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2542,마장,0,0,"3,122",739,"5,989","4,241","17,281","8,192","24,125","19,191","13,441","14,707","9,689","10,699","9,520","8,959","11,526","8,746","10,906","9,460","10,571","8,204","11,027","8,837","12,404","10,173","14,172","14,136","15,070","20,231","9,105","14,950","6,901","8,661","6,269","8,155","5,283","8,134","1,882","5,278",244,"1,712",0,67,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2543,답십리,19,0,"9,399","1,122","18,426","7,325","59,054","13,287","85,995","40,269","42,014","20,542","25,134","14,310","21,455","14,035","23,074","16,131","22,982","18,358","20,995","19,093","20,605","21,810","23,105","26,857","29,637","36,112","38,428","59,987","21,688","46,847","13,397","27,149","12,362","26,230","8,736","25,336","4,287","16,763",570,"5,037",0,42,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2544,장한평,27,1,"6,904","1,171","17,183","12,025","51,709","22,105","74,724","70,978","39,684","32,503","25,924","21,488","22,532","20,849","24,301","23,107","24,637","28,420","24,233","24,498","27,401","25,756","34,754","29,456","42,956","38,837","67,480","62,306","35,493","49,098","17,469","29,427","14,639","27,059","11,386","25,126","5,582","16,968",759,"5,405",1,69,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2545,군자(능동),42,4,"8,112",749,"11,678","6,563","36,102","8,171","55,226","24,045","23,899","17,806","15,015","12,337","13,960","11,667","15,660","12,971","15,959","15,345","14,480","16,462","14,568","18,806","17,227","22,309","20,719","32,315","25,741","53,347","16,248","41,140","12,553","23,009","12,310","20,697","11,496","21,430","5,933","14,262","1,062","6,881",0,"1,300",0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2546,아차산(어린이대공원후문),1,0,"9,443","1,569","16,416","5,967","47,567","12,990","69,975","29,826","35,585","20,309","23,492","19,096","21,799","17,584","24,548","19,049","25,743","21,075","25,410","20,521","27,972","24,618","28,533","28,915","29,362","37,112","29,270","55,254","17,728","44,694","12,492","26,983","12,080","23,813","8,909","24,167","3,638","14,677",507,"4,593",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2547,광나루(장신대),9,0,"5,238","1,727","15,881","8,595","43,908","17,901","57,598","39,539","34,002","23,700","23,014","18,990","21,469","16,213","24,149","17,222","24,195","18,996","23,765","18,963","24,880","20,274","28,340","25,836","30,782","31,304","37,065","45,604","18,121","34,935","14,772","21,572","16,004","20,304","14,254","20,281","4,077","12,261",534,"3,044",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2548,천호(풍납토성),44,2,"8,162","1,733","12,064","13,024","31,078","20,765","40,574","38,575","27,115","40,707","25,173","30,941","28,080","31,539","32,600","32,586","35,772","36,568","36,212","35,831","40,046","39,733","45,658","42,431","51,803","52,348","60,419","70,004","42,696","55,709","39,320","30,175","28,944","27,661","23,829","24,987","11,305","15,416","1,925","5,558",0,12,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2549,강동,40,0,"12,606","1,268","23,138","12,770","70,038","27,712","91,146","43,322","50,763","28,073","34,195","21,322","31,417","19,644","32,976","22,346","31,750","25,590","29,166","27,006","30,086","30,086","33,454","34,372","47,666","41,867","51,259","59,936","28,433","50,957","19,164","32,484","15,614","30,586","11,510","30,915","4,779","20,454",805,"8,602",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2550,길동,18,0,"4,422",456,"8,965","3,670","24,685","5,727","30,471","15,713","16,040","11,982","13,022","10,283","12,549","9,526","13,321","10,682","13,855","11,535","12,502","12,504","12,161","14,126","12,783","17,864","14,758","19,451","15,847","28,775","8,420","26,594","6,800","13,472","5,689","12,377","4,612","10,553","1,739","7,331",249,"2,493",0,1,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2551,굽은다리(강동구민회관앞),0,0,"6,803",472,"13,063","3,147","40,846","6,178","45,133","13,975","25,514","10,287","16,564","9,201","15,382","8,730","17,368","11,117","16,448","12,966","13,587","12,996","13,631","15,561","14,600","20,523","16,079","24,091","17,136","35,105","9,056","35,020","8,006","18,556","7,744","17,226","5,969","18,620","1,836","11,191",359,"4,155",0,1,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2552,명일,8,1,"4,850",516,"14,009","2,890","41,619","6,515","40,635","13,879","21,928","10,734","16,945","9,364","15,961","8,984","17,773","9,923","15,251","12,265","12,576","13,092","12,626","15,575","14,932","19,648","14,775","24,424","12,970","37,462","6,980","36,549","5,503","18,661","6,123","16,464","3,485","17,017","1,308","10,435",267,"3,719",0,74,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2553,고덕,0,0,"3,701","1,193","13,459","5,416","36,938","15,551","34,054","18,106","20,020","14,358","16,647","12,339","17,091","11,185","18,476","11,582","16,490","15,519","16,023","14,623","18,803","15,159","22,706","16,679","21,478","22,290","17,116","33,302","9,478","33,190","7,351","17,722","7,194","14,941","6,635","15,235","2,094","9,125",244,"2,968",0,368,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2554,상일동,10,0,"6,967","2,182","23,599","20,232","89,395","14,555","73,542","19,498","36,155","11,258","24,708","8,783","20,283","9,829","19,534","11,263","18,053","12,761","16,438","15,699","17,124","17,005","28,669","20,978","35,037","29,119","23,268","43,173","9,927","51,311","6,321","28,439","4,573","24,555","2,976","23,826","1,177","17,002",134,"4,279",1,"1,438",0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2555,둔촌동,1,0,"4,010",523,"9,270","5,116","27,022","10,152","32,353","22,815","18,478","14,895","13,509","10,854","12,938","10,757","14,381","12,001","15,258","12,854","14,689","14,099","15,008","15,891","16,463","18,221","19,701","24,874","22,241","35,232","12,566","27,221","8,835","15,252","9,522","11,973","10,201","12,363","3,007","8,202",407,"1,865",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2556,올림픽공원(한국체대),5,0,902,943,"4,985","4,447","13,225","7,968","15,016","13,286","9,779","8,083","8,072","7,019","8,138","7,171","8,133","7,287","8,229","9,924","8,044","9,567","10,115","10,324","12,173","11,209","14,297","11,649","12,268","12,687","6,685","10,782","5,408","5,995","7,384","5,271","7,860","4,711","2,110","3,532",429,"1,047",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2557,방이,1,0,"2,526",856,"7,522","3,670","21,031","9,475","21,737","25,764","14,260","14,522","10,848","9,216","10,231","8,092","12,554","9,969","11,768","11,707","10,589","11,138","12,623","13,193","13,407","16,405","15,717","20,494","22,812","24,705","12,000","21,140","9,756","11,155","11,371","10,444","12,179","8,435","2,529","6,559",345,"2,218",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2558,오금,1,0,"1,226",506,"3,243","2,506","11,069","9,338","11,112","21,716","6,729","7,337","5,271","4,169","5,223","3,292","6,029","3,886","5,925","4,279","5,123","3,991","6,015","5,062","8,140","5,774","8,990","6,997","15,660","8,782","5,366","8,218","3,804","4,699","3,313","4,498","2,497","4,856",892,"3,335",97,"1,305",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2559,개롱,0,0,"3,853",929,"8,435","3,188","30,882","10,071","28,053","18,287","16,426","9,806","12,025","6,827","11,313","6,110","12,535","8,156","10,968","9,185","9,456","9,036","10,531","11,399","12,252","15,618","13,758","17,655","15,559","24,405","7,412","23,200","5,476","13,067","5,484","12,233","3,793","14,185","1,394","7,909",186,"3,208",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2560,거여,0,0,"4,778",688,"10,734","6,436","38,741","7,387","34,910","17,815","20,030","9,512","13,417","6,699","12,065","6,555","13,235","8,276","12,733","10,035","10,508","9,398","11,310","12,747","13,540","16,354","16,294","18,562","15,443","24,750","7,035","24,986","5,249","14,210","4,659","12,642","3,148","13,969","1,236","7,889",196,"3,038",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,5호선,2561,마천,1,0,"6,135",257,"9,368","5,587","26,013","3,999","24,610","10,697","13,150","7,533","9,155","6,467","8,294","5,658","9,332","6,067","8,280","7,542","7,598","7,382","7,317","9,187","9,211","11,259","10,702","14,539","9,081","17,523","4,021","17,598","2,813","10,402","2,475","9,074","1,457","9,349",593,"6,202",93,"2,749",0,1,0,0,0,0,2019-12-03 11:43:20
2019-11,6호선,2611,응암,6,0,"11,787","1,548","25,206","7,126","76,375","11,063","100,331","19,346","51,775","15,546","31,824","14,290","29,300","15,245","30,246","17,970","29,179","20,874","24,503","22,389","23,883","29,426","25,858","35,986","27,160","46,695","25,324","75,394","15,493","70,967","12,073","40,404","10,622","37,509","7,968","36,511","3,994","24,439",552,"8,752",0,34,0,0,0,0,2019-12-03 11:43:20
2019-11,6호선,2612,역촌,2,0,"2,196",335,"5,645","2,255","17,168","2,969","19,225","9,021","10,522","5,538","6,872","4,785","6,301","4,661","7,019","5,492","7,154","5,919","6,087","6,436","5,600","6,818","5,870","9,009","6,705","11,506","6,367","17,224","3,483","15,779","2,712","8,799","2,216","8,104","1,716","7,888",844,"6,140",89,"1,922",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,6호선,2613,불광,32,1,"1,655",500,"3,596","2,026","11,747","4,233","13,872","8,798","7,727","7,871","6,098","7,431","7,244","7,131","8,556","8,083","9,385","8,688","10,367","9,118","11,354","9,307","12,833","11,005","12,929","12,772","12,960","18,367","8,404","14,491","6,903","8,030","6,185","6,402","4,295","6,678","1,759","4,791",241,"1,561",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,6호선,2614,독바위,2,0,"2,456",229,"4,907","1,194","14,779","2,019","15,955","3,111","8,714","3,778","5,375","4,059","4,546","3,381","4,734","3,243","4,821","3,770","3,984","3,870","3,992","4,827","4,119","5,853","3,976","7,422","3,236","11,589","2,076","11,191","1,218","7,001","1,049","6,755",806,"6,365",478,"4,529",89,"1,800",0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,6호선,2615,연신내,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,2,0,2,0,1,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,2019-12-03 11:43:20
2019-11,6호선,2616,구산,6,0,"5,508",152,"11,030","2,301","31,180","8,468","39,918","7,758","22,251","6,208","14,576","5,735","12,970","6,497","14,098","7,090","12,561","8,050","11,006","9,292","11,951","10,401","13,615","13,654","12,873","15,262","10,971","21,373","6,719","21,210","4,955","11,591","4,658","9,407","4,531","9,832","1,596","6,951",282,"2,423",0,1,0,0,0,0,2019-12-03 11:43:20
2019-11,6호선,2617,새절(신사),0,0,"10,717",871,"20,814","5,171","58,946","10,207","74,630","19,168","37,966","17,772","24,927","11,778","21,406","12,538","22,956","14,257","21,701","17,383","18,678","17,914","18,664","21,532","24,159","27,116","24,274","36,005","20,654","53,488","12,527","46,666","9,315","30,107","8,752","25,786","7,810","26,725","2,995","17,449",525,"5,184",7,"1,514",0,0,0,0,2019-12-03 11:43:20
2019-11,6호선,2618,증산(명지대앞),21,0,"7,957",781,"15,250","4,108","43,243","5,872","55,640","12,808","30,903","10,326","19,985","9,825","16,706","9,178","17,513","11,393","16,836","12,149","14,166","13,546","13,773","16,318","15,043","22,421","16,087","26,928","16,395","40,678","9,533","37,879","7,446","22,883","5,889","21,094","5,044","21,367","2,263","14,208",444,"4,447",0,654,0,0,0,0,2019-12-03 11:43:20
2019-11,6호선,2619,디지털미디어시티,90,0,"6,162","2,596","14,277","11,469","45,874","29,466","54,680","80,769","30,106","36,125","18,175","14,363","16,023","12,480","16,786","13,459","16,440","15,842","15,355","15,671","16,611","17,704","21,036","22,786","34,301","28,841","58,150","43,948","25,604","36,040","12,764","21,449","10,871","21,443","8,667","20,068","4,347","13,298",943,"5,197",1,404,0,0,0,0,2019-12-03 11:43:20
2019-11,6호선,2620,월드컵경기장(성산),3,1,"1,244","1,165","2,700","2,877","9,369","6,332","12,443","13,319","7,473","14,952","7,690","18,335","8,795","20,652","11,497","19,949","13,853","25,511","17,234","24,969","22,640","20,047","29,528","16,126","30,141","13,540","23,429","15,344","10,784","12,102","7,150","6,900","6,854","6,094","6,054","4,873","2,028","3,292",576,909,0,5,0,0,0,0,2019-12-03 11:43:20
2019-11,6호선,2621,마포구청,20,1,"7,210","2,158","14,221","7,787","43,062","15,177","61,090","39,779","37,823","22,368","24,965","15,005","22,811","14,083","23,337","17,464","23,097","19,544","20,588","18,887","22,683","20,733","25,339","24,224","29,555","28,651","42,074","42,139","21,605","35,202","14,123","23,463","14,213","21,324","10,512","20,998","4,763","14,293",833,"4,614",1,4,0,0,0,0,2019-12-03 11:43:20
